,date,location,ratio
43792,2021/8/18,North Carolina,0.010371179
43682,2021/8/19,North Carolina,0.007534048
43572,2021/8/20,North Carolina,0.00766802
43462,2021/8/21,North Carolina,0
43352,2021/8/22,North Carolina,0
43242,2021/8/23,North Carolina,0.003856122
43132,2021/8/24,North Carolina,0.005618879
43022,2021/8/25,North Carolina,0.010424423
42912,2021/8/26,North Carolina,0.006913687
42802,2021/8/27,North Carolina,0.005486641
42692,2021/8/28,North Carolina,0
42582,2021/8/29,North Carolina,0
42472,2021/8/30,North Carolina,0.005090161
42362,2021/8/31,North Carolina,0.010303688
42252,2021/9/1,North Carolina,0.008718022
42142,2021/9/2,North Carolina,0.012854847
42032,2021/9/3,North Carolina,0.009305417
41922,2021/9/4,North Carolina,0
41812,2021/9/5,North Carolina,0
41702,2021/9/6,North Carolina,0
41592,2021/9/7,North Carolina,0.004908667
41482,2021/9/8,North Carolina,0.015214385
41372,2021/9/9,North Carolina,0.013856132
41262,2021/9/10,North Carolina,0.013384672
41152,2021/9/11,North Carolina,0
41042,2021/9/12,North Carolina,0
40932,2021/9/13,North Carolina,0.007202426
40822,2021/9/14,North Carolina,0.011807084
40712,2021/9/15,North Carolina,0.014023279
40602,2021/9/16,North Carolina,0.019252548
40492,2021/9/17,North Carolina,0.010500718
40382,2021/9/18,North Carolina,0
40272,2021/9/19,North Carolina,0
40162,2021/9/20,North Carolina,0.009813113
40052,2021/9/21,North Carolina,0.008066323
39942,2021/9/22,North Carolina,0.02143878
39830,2021/9/23,North Carolina,0.011755102
39718,2021/9/24,North Carolina,0.015737017
39606,2021/9/25,North Carolina,0
39494,2021/9/26,North Carolina,0
39382,2021/9/27,North Carolina,0.009440975
39270,2021/9/28,North Carolina,0.015262694
39158,2021/9/29,North Carolina,0.034061135
39046,2021/9/30,North Carolina,0.016184503
38934,2021/10/1,North Carolina,0.018584071
38822,2021/10/2,North Carolina,0
38710,2021/10/3,North Carolina,0
38598,2021/10/4,North Carolina,0.009991898
38486,2021/10/5,North Carolina,0.035134114
38374,2021/10/6,North Carolina,0.037130095
38262,2021/10/7,North Carolina,0.020196789
38150,2021/10/8,North Carolina,0.020710816
38038,2021/10/9,North Carolina,0
37926,2021/10/10,North Carolina,0
37814,2021/10/11,North Carolina,0.010595201
37702,2021/10/12,North Carolina,0.01171875
37590,2021/10/13,North Carolina,0.029981829
37478,2021/10/14,North Carolina,0.022104085
37366,2021/10/15,North Carolina,0.014869888
37254,2021/10/16,North Carolina,0
37142,2021/10/17,North Carolina,0
37030,2021/10/18,North Carolina,0.011637931
36918,2021/10/19,North Carolina,0.028030834
36806,2021/10/20,North Carolina,0.024033045
36694,2021/10/21,North Carolina,0.019237375
36582,2021/10/22,North Carolina,0.026168224
36470,2021/10/23,North Carolina,0
36358,2021/10/24,North Carolina,0
36246,2021/10/25,North Carolina,0.018014836
36134,2021/10/26,North Carolina,0.016853933
36022,2021/10/27,North Carolina,0.020641195
35910,2021/10/28,North Carolina,0.01862631
35798,2021/10/29,North Carolina,0.030440709
35686,2021/10/30,North Carolina,0
35574,2021/10/31,North Carolina,0
35462,2021/11/1,North Carolina,0.011045204
35350,2021/11/2,North Carolina,0.022907489
35238,2021/11/3,North Carolina,0.038834951
35126,2021/11/4,North Carolina,0.009722897
35014,2021/11/5,North Carolina,0.019629226
34902,2021/11/6,North Carolina,0
34790,2021/11/7,North Carolina,0
34678,2021/11/8,North Carolina,0.015606242
34566,2021/11/9,North Carolina,0.012156686
34454,2021/11/10,North Carolina,0.015967153
34342,2021/11/11,North Carolina,0
34230,2021/11/12,North Carolina,0.009844942
34118,2021/11/13,North Carolina,0
34006,2021/11/14,North Carolina,0
33894,2021/11/15,North Carolina,0.005832944
33782,2021/11/16,North Carolina,0.014549524
33670,2021/11/17,North Carolina,0.023039433
33558,2021/11/18,North Carolina,0.019862181
33446,2021/11/19,North Carolina,0.014376321
33334,2021/11/20,North Carolina,0
33222,2021/11/21,North Carolina,0
33110,2021/11/22,North Carolina,0.006079587
32998,2021/11/23,North Carolina,0.00877193
32886,2021/11/24,North Carolina,0.018075492
32774,2021/11/25,North Carolina,0.007109005
32662,2021/11/26,North Carolina,0
32550,2021/11/27,North Carolina,0
32438,2021/11/28,North Carolina,0
32326,2021/11/29,North Carolina,0.004292372
32214,2021/11/30,North Carolina,0.012788982
32102,2021/12/1,North Carolina,0.027055151
31990,2021/12/2,North Carolina,0.008235919
31878,2021/12/3,North Carolina,0.004830918
31766,2021/12/4,North Carolina,0
31654,2021/12/5,North Carolina,0
31542,2021/12/6,North Carolina,0.004110876
31430,2021/12/7,North Carolina,0.009182736
