,date,location,ratio
68164,2021/1/8,Georgia,0.006163803
68054,2021/1/9,Georgia,0.011966701
67944,2021/1/10,Georgia,0.000128139
67834,2021/1/11,Georgia,0.002010808
67724,2021/1/12,Georgia,0.019702324
67614,2021/1/13,Georgia,0.016091418
67504,2021/1/14,Georgia,0.018377409
67394,2021/1/15,Georgia,0.016513378
67284,2021/1/16,Georgia,0.016699755
67174,2021/1/17,Georgia,0.000956328
67064,2021/1/18,Georgia,0.01223671
66954,2021/1/19,Georgia,0.025850506
66844,2021/1/20,Georgia,0.0244148
66734,2021/1/21,Georgia,0.013773421
66624,2021/1/22,Georgia,0.019858989
66514,2021/1/23,Georgia,0.020035422
66404,2021/1/24,Georgia,0.000843704
66294,2021/1/25,Georgia,0.012269939
66184,2021/1/26,Georgia,0.020705159
66074,2021/1/27,Georgia,0.024755598
65964,2021/1/28,Georgia,0.024812543
65854,2021/1/29,Georgia,0.024098283
65744,2021/1/30,Georgia,0.035175072
65634,2021/1/31,Georgia,0.000569963
65524,2021/2/1,Georgia,0.013383131
65414,2021/2/2,Georgia,0.040771239
65304,2021/2/3,Georgia,0.024817237
65194,2021/2/4,Georgia,0.027878162
65084,2021/2/5,Georgia,0.020762712
64974,2021/2/6,Georgia,0.05173972
64864,2021/2/7,Georgia,0
64754,2021/2/8,Georgia,0.013627993
64644,2021/2/9,Georgia,0.045140733
64534,2021/2/10,Georgia,0.034381428
64424,2021/2/11,Georgia,0.020507813
64314,2021/2/12,Georgia,0.049334377
64204,2021/2/13,Georgia,0.037267081
64094,2021/2/14,Georgia,0.010672359
63984,2021/2/15,Georgia,0.026561731
63874,2021/2/16,Georgia,0.084063047
63764,2021/2/17,Georgia,0.026035503
63654,2021/2/18,Georgia,0.037199766
63544,2021/2/19,Georgia,0.056808688
63434,2021/2/20,Georgia,0.037568723
63324,2021/2/21,Georgia,0.001177163
63214,2021/2/22,Georgia,0.051383399
63104,2021/2/23,Georgia,0.02247191
62994,2021/2/24,Georgia,0.037730415
62884,2021/2/25,Georgia,0.038745933
62774,2021/2/26,Georgia,0.005562061
62664,2021/2/27,Georgia,0.022540359
62554,2021/2/28,Georgia,0.000462749
62444,2021/3/1,Georgia,0.037837838
62334,2021/3/2,Georgia,0.033020395
62224,2021/3/3,Georgia,0.052380952
62114,2021/3/4,Georgia,0.044057756
62004,2021/3/5,Georgia,0.030738721
61894,2021/3/6,Georgia,0.039545455
61784,2021/3/7,Georgia,0.000610501
61674,2021/3/8,Georgia,0.033996683
61564,2021/3/9,Georgia,0.015417331
61454,2021/3/10,Georgia,0.039673913
61344,2021/3/11,Georgia,0.045480714
61234,2021/3/12,Georgia,0.028107433
61124,2021/3/13,Georgia,0.041769042
61014,2021/3/14,Georgia,-0.001246883
60904,2021/3/15,Georgia,0.047021944
60794,2021/3/16,Georgia,0.013426423
60684,2021/3/17,Georgia,0.033350177
60574,2021/3/18,Georgia,0.026966292
60464,2021/3/19,Georgia,0.027114267
60354,2021/3/20,Georgia,0.03625731
60244,2021/3/21,Georgia,0
60134,2021/3/22,Georgia,0.027322404
